Address;Title;Description;Rooms;Living Space (sqm);Price;Price_per_SquareMeter
1950 Sion;Greenparc phase II : Ecoquartier à Sion;Vente sur plans : phase II en cours de préventes : bâtiments C-D-I-JChoisissez d'ores et déjà votre futur logement, les possibilités de modifications, les meilleures orientations et positions sont encore disponibles, pour l'instant !Pour les plus pressés :Phase I en cours de constructionLivraison fin du 1er semestre 2025 pour la phase I : bâtiments A1/A2-B-E-F-G-HVenez-vite et réservez votre lot, 30 % encore disponibles à la vente !Typologies disponibles : 1.5p / 2.5p / 3.5p / 4.5pListe complète interactive des lots sur www.berra-immobilier.chCARACTERISTIQUES GENERALES :- véritable écoquartier à l'orée de la ville de Sion qui comportent de grands espaces verts aménagés en harmonie avec le paysage, un îlot de fraîcheur à 2 pas de toutes les commodités- des espaces particuliers sont prévus : détente (spa, salle de massage, sauna), sport (salle de fitness avec vestiaires-douches), salle de réunion, salle de jeux. A l'extérieur : place de jeux, piste de pétanque- des jardins potagers sont également disponibles pour les mains vertes- des locaux commerciaux sont proposés- les bâtiments sont idéalement répartis et laissent du dégagement pour respirer, aucune impression de grande PPE étouffante !- afin de palier aux nuisances de l'autoroute toute proche, l'arrière des bâtiments A et B agiront comme bouclier antibruit et visuel. Ils isolerons totalement notre beau lotissement, de même qu'une colline verdoyante arborisée dans leur prolongement- un parking géant est prévu en sous-sol pour ne donner aucune nuisance aux futurs propriétaires, seules quelques places visiteurs subsistent aux abords, priorité au bien-être, à la mobilité douce et à la verdure- des moloks bien pratiques sont prévus à l'entrée du lotissementCARACTERISTIQUES ENERGETIQUES :- un mot d'ordre : efficience !- panneaux solaires photovoltaïques sur toutes les toitures des 8 immeubles- chauffage au gaz ou à distance si disponible, au sol à basse température- ventilation double flux avec filtration et récupération des calories- pré-installation pour connexion de bornes pour voitures électriquesCARACTERISQUES DETAILLEES- à découvrir via dossier sur demandeDistribution des espaces, liste complète des lots disponibles et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;2.5;70.0;465000.0;6642.857142857143
1036 Sullens;Au coeur du village, 3.5 pièces dans les combles;"La PPE ""Aux Prés Saint-Pierre"" est formée de deux immeubles de 6 lots chacun et se situe au coeur du village de Sullens. Son environnement est calme et résidentiel tout en profitant d'une proximité immédiate aux commodités de premières nécessités.Au dernier étage, l'appartement est traversant et bénéficie d'une vaste terrasse-balcon sud-ouest. Extrêmement bien entretenu par son actuel propriétaire, ce 70 m² habitables est fonctionnel et ne nécessite aucuns travaux de rénovation.A noter qu'une pièce d'environ 20 m² dans les combles, directement accessible depuis le logement, permettrait avec quelques travaux de transformations d'y créer un espace additionnel.Une cave au sous-sol, un parking intérieur et de nombreuses places de parc extérieures complètent l'ensemble dont la disponibilité pourrait intervenir rapidement.";3.5;76.0;650000.0;8552.631578947368
Sierenzerstrasse 22, 4055 Basel;Sonnige 3½ Zi.-Dachmaisonettewohnung  im Iselin-Quartier;Mitten in Basel im Iselin-Quartier steht diese charmante und gemütliche 3½ Zi.-Dachmaisonettewohnung zum Verkauf. Die helle Wohnung in einer gepflegten Altbauliegenschaft befindet sich im 4. Obergeschoss ohne Lift. Die heimelige Wohnung präsentiert sich in einen guten und gepflegten Zustand und verfügt über alle Annehmlichkeiten. Die gemütlichen Räumlichkeiten mit sichtbaren Dachbalken sorgen für ein einzigartiges Wohngefühl.Der Eingangsbereich der Wohnung befindet sich im 3. Obergeschoss. Über eine schöne Holztreppe gelangt man in das Zwischengeschoss mit Zugang in das Reduit mit eigener Waschmaschine. Auf der ersten Etage der Maisonettewohnung befindet sich der offene und hellen Flur, sowie die geschlossene und funktionelle Küche mit angrenzendem Esszimmer mit direktem Zugang auf den sonnigen Balkon mit schöner Weitsicht über die Stadt und dem Iselin-Quartier. Ein geräumiges Schlafzimmer mit angrenzender Ankleide/Reduit, einem hellen grossräumigen Badezimmer mit Eckbadewanne und separater Dusche, Lavabo und mit genügend Stauflächen. Vom gemütlichen Wohnbereich gelangt man über eine Holz-Treppe in das Dachgeschoss mit offener Galerie der Platz für individuelle Gestaltungsmöglichkeiten bietet und einem weiteren Zimmer mit Dachfenster.Die Wohnung ist mit Fliesen, in den Zimmern mit Teppichboden und Laminat ausgelegt. Zusätzlich steht zu dieser Wohnung ein grosszügiges Kellerabteil zur Verfügung und rundet diese attraktive Angebot ab.Wir wissen Ihre Immobilie zu schätzen.Alle Immobilienangebote finden Sie auf www.team-lindenberger.chVirtuelle Tour: https://my.matterport.com/show/?m=Qj2W1Aaezmn;3.5;123.0;1090000.0;8861.788617886179
Immenweg 35, 8050 Zürich;HONEY LANE, Zürich-Oerlikon - Willkommen im süssen Leben.;Grosszügiges, beschauliches und zentrales Wohnen in Zürich-Oerlikon - das erwartet Sie im Projekt HONEY LANE, am Immenweg 35. Der Baustart ist erfolgt und erste Wohnungen wurden bereits notariell beurkundet. An erstklassiger Lage, unweit von Schulen, Bahnhof, Einkauf und Naherholungszonen, entstehen 13 exklusive 2.5- bis 5.5-Zimmer-Eigentumswohnungen. Das ruhige Wohnquartier verspricht kultiviertes Ausspannen nur einen Katzensprung entfernt von der urbanen Zürcher Betriebsamkeit. Sichern Sie sich noch eine der verfügbaren Wohnungen: 4 x 3.5-Zi-Geschosswohnungen (Nr. 201, 203, 301 und 303) 1 x 4.5-Zi-Gartenwohnung (Nr. 002) 1 x 4.5-Zi-Geschosswohnung (Nr. 102) 1 x 4.5-Zi-Attikawohnung (Nr. 401) Diese 3.5-Zimmerwohnung Nr. 303 mit ca. 108.9 m2 Wohnfläche, grosszügigem Balkon (18.2 m2) und einem Wintergarten (10.8 m2) überzeugt mit zwei vollwertigen Nasszellen, viel Stauraum in Reduit und Einbaugarderobe sowie einem herrlichen, offenen Wohn- und Essbereich. Dank zusätzlicher Budgetpositionen haben Sie die Möglichkeit den hochwertigen Innenausbau individuell anzupassen. Der Bezug der Wohnungen ist per Frühling 2026 geplant. Für weitere Auskünfte oder eine persönliche Beratung sind wir gerne jederzeit für Sie erreichbar und freuen uns auf Ihre Kontaktaufnahme unter 044 809 80 80 oder christoph.steiner@it3.ch.;3.5;109.0;1875000.0;17201.83486238532
Immenweg 35, 8050 Zürich;HONEY LANE, Zürich-Oerlikon - Willkommen im süssen Leben.;Grosszügiges, beschauliches und zentrales Wohnen in Zürich-Oerlikon - das erwartet Sie im Projekt HONEY LANE, am Immenweg 35. Der Baustart ist erfolgt und erste Wohnungen wurden bereits notariell beurkundet. An erstklassiger Lage, unweit von Schulen, Bahnhof, Einkauf und Naherholungszonen, entstehen 13 exklusive 3.5- bis 4.5-Zimmer-Eigentumswohnungen. Das ruhige Wohnquartier verspricht kultiviertes Ausspannen nur einen Katzensprung entfernt von der urbanen Zürcher Betriebsamkeit. Sichern Sie sich noch eine der verfügbaren Wohnungen: 4 x 3.5-Zi-Geschosswohnungen (Nr. 201, 203, 301 und 303) 1 x 4.5-Zi-Gartenwohnung (Nr. 002) 1 x 4.5-Zi-Geschosswohnung (Nr. 102) 1 x 4.5-Zi-Attikawohnung (Nr. 401) Diese 3.5-Zimmerwohnung Nr. 203 mit ca. 108.9 m2 Wohnfläche, grosszügigem Balkon (18.2 m2) und einem Wintergarten (10.8 m2) überzeugt mit zwei vollwertigen Nasszellen, viel Stauraum in Reduit und Einbaugarderobe sowie einem herrlichen, offenen Wohn- und Essbereich. Dank zusätzlicher Budgetpositionen haben Sie die Möglichkeit den hochwertigen Innenausbau individuell anzupassen. Der Bezug der Wohnungen ist per Frühling 2026 geplant. Für weitere Auskünfte oder eine persönliche Beratung sind wir gerne jederzeit für Sie erreichbar und freuen uns auf Ihre Kontaktaufnahme unter 044 809 80 80 oder christoph.steiner@it3.ch.;3.5;109.0;1850000.0;16972.477064220184
Immenweg 35, 8050 Zürich;HONEY LANE, Zürich-Oerlikon - Willkommen im süssen Leben.;Grosszügiges, beschauliches und zentrales Wohnen in Zürich-Oerlikon - das erwartet Sie im Projekt HONEY LANE, am Immenweg 35. Der Baustart ist erfolgt und erste Wohnungen wurden bereits notariell beurkundet. An erstklassiger Lage, unweit von Schulen, Bahnhof, Einkauf und Naherholungszonen, entstehen 13 exklusive 2.5- bis 5.5-Zimmer-Eigentumswohnungen. Das ruhige Wohnquartier verspricht kultiviertes Ausspannen nur einen Katzensprung entfernt von der urbanen Zürcher Betriebsamkeit. Sichern Sie sich noch eine der verfügbaren Wohnungen: 4 x 3.5-Zi-Geschosswohnungen (Nr. 201, 203, 301 und 303) 1 x 4.5-Zi-Gartenwohnung (Nr. 002) 1 x 4.5-Zi-Geschosswohnung (Nr. 102) 1 x 4.5-Zi-Attikawohnung (Nr. 401) Diese 4.5-Zimmerwohnung Nr. 002 mit ca. 107.6 m2 Wohnfläche, grosszügigem Sitzplatz (30.9 m2) und einem Gartenanteil (166.8 m2) überzeugt mit zwei vollwertigen Nasszellen, viel Stauraum in Reduit und Einbaugarderobe sowie einem herrlichen, offenen Wohn- und Essbereich. Dank zusätzlicher Budgetpositionen haben Sie die Möglichkeit den hochwertigen Innenausbau individuell anzupassen. Der Bezug der Wohnungen ist per Frühling 2026 geplant. Für weitere Auskünfte oder eine persönliche Beratung sind wir gerne jederzeit für Sie erreichbar und freuen uns auf Ihre Kontaktaufnahme unter 044 809 80 80 oder christoph.steiner@it3.ch.;4.5;108.0;1840000.0;17037.037037037036
Immenweg 35, 8050 Zürich;HONEY LANE, Zürich-Oerlikon - Willkommen im süssen Leben.;Grosszügiges, beschauliches und zentrales Wohnen in Zürich-Oerlikon - das erwartet Sie im Projekt HONEY LANE, am Immenweg 35. Der Baustart ist erfolgt und erste Wohnungen wurden bereits notariell beurkundet. An erstklassiger Lage, unweit von Schulen, Bahnhof, Einkauf und Naherholungszonen, entstehen 13 exklusive 2.5- bis 5.5-Zimmer-Eigentumswohnungen. Das ruhige Wohnquartier verspricht kultiviertes Ausspannen nur einen Katzensprung entfernt von der urbanen Zürcher Betriebsamkeit. Sichern Sie sich noch eine der verfügbaren Wohnungen: 4 x 3.5-Zi-Geschosswohnungen (Nr. 201, 203, 301 und 303) 1 x 4.5-Zi-Gartenwohnung (Nr. 002) 1 x 4.5-Zi-Geschosswohnung (Nr. 102) 1 x 4.5-Zi-Attikawohnung (Nr. 401) Diese 4.5-Zimmerwohnung Nr. 102 mit ca. 119.9 m2 Wohnfläche, grosszügigem Balkon (18.2 m2) und einem Wintergarten (10.8 m2) überzeugt mit zwei vollwertigen Nasszellen, viel Stauraum in Reduit und Einbaugarderobe sowie einem herrlichen, offenen Wohn- und Essbereich. Dank zusätzlicher Budgetpositionen haben Sie die Möglichkeit den hochwertigen Innenausbau individuell anzupassen. Der Bezug der Wohnungen ist per Frühling 2026 geplant. Für weitere Auskünfte oder eine persönliche Beratung sind wir gerne jederzeit für Sie erreichbar und freuen uns auf Ihre Kontaktaufnahme unter 044 809 80 80 oder christoph.steiner@it3.ch.;4.5;120.0;1940000.0;16166.666666666666
Immenweg 35, 8050 Zürich;HONEY LANE, Zürich-Oerlikon - Willkommen im süssen Leben.;Grosszügiges, beschauliches und zentrales Wohnen in Zürich-Oerlikon - das erwartet Sie im Projekt HONEY LANE, am Immenweg 35. Der Baustart ist erfolgt und erste Wohnungen wurden bereits notariell beurkundet. An erstklassiger Lage, unweit von Schulen, Bahnhof, Einkauf und Naherholungszonen, entstehen 13 exklusive 2.5- bis 5.5-Zimmer-Eigentumswohnungen. Das ruhige Wohnquartier verspricht kultiviertes Ausspannen nur einen Katzensprung entfernt von der urbanen Zürcher Betriebsamkeit. Sichern Sie sich noch eine der verfügbaren Wohnungen: 4 x 3.5-Zi-Geschosswohnungen (Nr. 201, 203, 301 und 303) 1 x 4.5-Zi-Gartenwohnung (Nr. 002) 1 x 4.5-Zi-Geschosswohnung (Nr. 102) 1 x 4.5-Zi-Attikawohnung (Nr. 401) Diese 3.5-Zimmerwohnung Nr. 201 mit ca. 96 m2 Wohnfläche, grosszügigem Balkon (19.5 m2) und einem Wintergarten (9.4 m2) überzeugt mit zwei vollwertigen Nasszellen, viel Stauraum in Reduit und Einbaugarderobe sowie einem herrlichen, offenen Wohn- und Essbereich. Dank zusätzlicher Budgetpositionen haben Sie die Möglichkeit den hochwertigen Innenausbau individuell anzupassen. Der Bezug der Wohnungen ist per Frühling 2026 geplant. Für weitere Auskünfte oder eine persönliche Beratung sind wir gerne jederzeit für Sie erreichbar und freuen uns auf Ihre Kontaktaufnahme unter 044 809 80 80 oder christoph.steiner@it3.ch.;3.5;96.0;1755000.0;18281.25
Immenweg 35, 8050 Zürich;HONEY LANE, Zürich-Oerlikon - Willkommen im süssen Leben.;Grosszügiges, beschauliches und zentrales Wohnen in Zürich-Oerlikon - das erwartet Sie im Projekt HONEY LANE, am Immenweg 35. Der Baustart ist erfolgt und erste Wohnungen wurden bereits notariell beurkundet. An erstklassiger Lage, unweit von Schulen, Bahnhof, Einkauf und Naherholungszonen, entstehen 13 exklusive 2.5- bis 5.5-Zimmer-Eigentumswohnungen. Das ruhige Wohnquartier verspricht kultiviertes Ausspannen nur einen Katzensprung entfernt von der urbanen Zürcher Betriebsamkeit. Sichern Sie sich noch eine der verfügbaren Wohnungen: 4 x 3.5-Zi-Geschosswohnungen (Nr. 201, 203, 301 und 303) 1 x 4.5-Zi-Gartenwohnung (Nr. 002) 1 x 4.5-Zi-Geschosswohnung (Nr. 102) 1 x 4.5-Zi-Attikawohnung (Nr. 401) Diese 3.5-Zimmerwohnung Nr. 301 mit ca. 96 m2 Wohnfläche, grosszügigem Balkon (19.5 m2) und einem Wintergarten (9.4 m2) überzeugt mit zwei vollwertigen Nasszellen, viel Stauraum in Reduit und Einbaugarderobe sowie einem herrlichen, offenen Wohn- und Essbereich. Dank zusätzlicher Budgetpositionen haben Sie die Möglichkeit den hochwertigen Innenausbau individuell anzupassen. Der Bezug der Wohnungen ist per Frühling 2026 geplant. Für weitere Auskünfte oder eine persönliche Beratung sind wir gerne jederzeit für Sie erreichbar und freuen uns auf Ihre Kontaktaufnahme unter 044 809 80 80 oder christoph.steiner@it3.ch.;3.5;96.0;1780000.0;18541.666666666668
1964 Conthey;3,5 pièces avec terrasse de 36m2 et jardin de 22m2;LES IMMEUBLES SONT SOUS TOIT !Situé en plein coeur de Plan-Conthey, cet ensemble de 3 petites résidences se trouve en parfaite harmonie au milieu des bâtisses existantes du village et des vignes.Une attention particulière a été donnée à la volumétrie du projet ainsi qu'à son implantation.Cette nouvelle promotion s'intègre au mieux dans la morphologie urbaine du Vieux Village et respecte le tissu bâti de la zone.Au calme et dans un environnement très tranquille, cette construction bénéficie d'une vue dégagée sur le vignoble valaisan. Dans le village, toutes les commodités se trouvent à proximité et la zone commerciale de Conthey est à 10 minutes à pied.Cet appartement de 3.5 pièces d'une surface de vente de 94.69 m2 est situé au rez-de-chaussée et se compose de :- Hall d'entrée- Cuisine ouverte sur le séjour/salle à manger avec accès à la terrasse- Grande chambre de 14.16 m2- Chambre enfant de 11.68 m2- Salle de douche- Petit WC visiteurParking intérieur en sus : CHF 35'000.00/placeCARACTÉRISTIQUES :- PAC (Contracting)- Chauffage au sol- Thermostat dans chaque pièce- Penderie entrée- Robinet terrasse- Ascenseur apte aux handicapésCOMMODITÉS :- Arrêt de bus à proximité- Gare de Chateauneuf-Conthey - Entrée d'autoroute à moins de 5 min- Grande zone commerciale- Écoles jusqu'à la fin de la scolarité obligatoire- Bars et restaurants- Crèche, nursery et garderieLes finitions de l'appartement sont en cours !Disponible rapidement !Chez nous la curiosité est un joli défaut alors n'hésitez pas à nous appeler pour plus d'informations ou une visite sur place Contact : Cyril 0794641135***Tous nos biens sur www.berra-immobilier.ch !!!!***;3.5;83.0;525000.0;6325.301204819277
1965 Savièse;superbe 4.5p 1er étage, vastes pièces;Vente sur plans2.5p / 3.5p / 4.5p RoumazRésidence secondaire possibleDÉBUT DES TRAVAUX FIN AOÛT 2023 !!Calme et tranquillité à 5 min de SionToutes commodités du village à proximitéEn bref :- accès rapide Sion- chaque appartement dispose de sa cave privative, elle font toutes entre 13 et 25 m2- appartements très vastes : séjour des 2.5p fait 33 m2 net / séjour des 3.5p fait 50 m2 net / 4.5p 40 m2- les rez jouissent tous de terrasses et pelouses privatives et les étages de grandes terrasses en partie couverte- les attiques offrent un beau volume sous charpente apparente- possibilité de suite parentale pour les 3 et 4 pièces- les 3.5p ont 2 salles de bain, les 4.5p en ont 3- système de chauffage écologique - stores électriques- triple vitrage- chauffage au sol par PAC- emplacement de colonne de lavage, pas de buanderie commune- places couvertes sous le bâtiment et extérieures - modifications possibles sur demande- finitions à choix : budgets généreuxDistribution des espaces et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition par téléphone. *** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;4.5;126.0;692720.0;5497.777777777777
1966 Botyre (Ayent);Nouvelle Promotion en cours de construction !;"Nous vous proposons aujourd'hui cette nouvelle résidence de 22 appartements en cours de construction à l'entrée du village de Botyre, sur la commune d'Ayent.Cet immeuble est implantée au milieu de la nature et bénéficie d'une situation calme, tout en restant à proximité de toutes commodités (transports publics, école, commerces, restaurants...).De conception moderne et réalisée avec des matériaux répondant aux standards actuels, cette promotion allie Pompe à Chaleur et panneaux solaires photovoltaïques pour permettre une faible consommation énergétique.DESCRIPTIF du lot concernéAppartement de 3.5 pièces (lot 09), situé au 2ème étage avec balcon :Sa distribution est la suivante :- Hall d'entrée avec armoire encastrée- Pièce à vivre lumineuse avec cuisine ouverte sur le séjour et accès au balcon- Balcon privatif- 1 grande chambre enfant- 1 chambre parentale avec salle d'eau privative- 1 salle d'eau avec WC douche, lavabo et emplacement pour colonne de lavageTous les choix sont au gré du preneur et les budgets alloués aux différents postes sont détaillés dans le descriptif de construction.CARACTERISTIQUES :- Finitions de qualité au choix des acheteurs- Exposition plein Sud offrant un excellent ensoleillement- Magnifique vue dégagée sur les Alpes- Emplacement de premier choix, rive droite du Valais- Contracting pour PAC et panneaux solaires photovoltaïques- Emplacement pour colonne de lavage dans chaque appartement- Ascenseur aux normes handicapé- Proches des commerces et des commodités- Baie vitrée du salon coulissante- Places de parc intérieures et extérieures (prix en sus)- Terrasses ou balcons couverts- 1 cave privative par appartement- Budgets dans le descriptif de construction- Livraison prévue été 2024Place de parc :- 1 garage box &amp; place de parc extérieure CHF 40'000.- en susEXTERIEURS:- Espaces verts communs - place de jeux- Aménagement du bâtiment soigné- Plantation et arborisation en harmonie avec le paysage - Emplacement pour vélos non fermé- Plusieurs places de parcs extérieurs visiteursTECHNIQUE- istribution par le sol- Double vitrage- Porte coulissante à levage pour le séjour- Stores manuels - électrique possible mais en plus-valueCOMMODITES- Botyre est situé sur la rive droite du Rhône- Proche de toutes commodités- 12 minutes de la ville de Sion, de l'hôpital et de l'autoroute- Domaine skiable d'Anzère tout proche- 20 minutes de Crans-Montana- Ecoles (primaires et cycle), crèche et UAPE et commerces, boulangerie, boucherie, pharmacie, Denner, Edelweiss market à quelques mètres- Transports publics à 3 minutes à piedChez nous, la curiosité est un joli défaut ! Appelez-moi au +41 78 692 54 75 pour plus d'informations ou une visite sur place ! !!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!";3.5;105.0;490000.0;4666.666666666667
