Address;Title;Description;Rooms;Living Space (sqm);Price;Nearest Station Distance (m);Station Canton
Oberer Burgerweg 4, 4914 Roggwil BE;9-Familien-Haus - Neubauprojekt;;3.5;220.0;996030.0;411.0;Bern
Kurhausstrasse 48, 8374 Dussnang;Dussnang 'Dussliger Landsitz';;3.5;230.0;1848840.0;8178.0;Sankt Gallen
Epalinges, 1066 Epalinges;LOT RÉSERVÉ - Maison jumelée spacieuse au calme à Épalinges;PLUS QUE 3 LOTS DISPONIBLES!Nichée au c?ur d'une grande parcelle verdoyante dans un quartier prisé d'Épalinges, ce magnifique projet de 4 maisons mitoyennes sur plan bénéficie d'une orientation sud-ouest qui confère une superbe luminosité naturelle à l'ensemble.La villa B offre une position privilégiée sur la parcelle d'origine avec son dégagement coté est et son jardin spacieux de près de 400m².Les futurs propriétaires auront la possibilité de personnaliser les finitions intérieures selon leurs préférences, avec un large éventail de matériaux et d'équipements disponibles.La dimension écologique du projet est optimisée, avec des villas dotées d'une ossature en bois respectueuse de l'environnement et d'un système de chauffage à pompe à chaleur alimenté par des panneaux solaires photovoltaïques.Une place de parking et un abri pour voitures complètent l'objet.À voir !https://epalinges.neho.chAdresse exacte disponible après inscription sur neho.ch.VOUS SOUHAITEZ VISITER ? MERCI DE BIEN VOULOIR VOUS INSCRIRE D'ABORD : https://neho.ch/b/1066-23-14 ONLY 3 VILLAS LEFT! Nestled in the heart of a large, leafy plot in a sought-after district of Épalinges, this magnificent development of 4 semi-detached houses on plan benefits from a south-westerly aspect, giving the whole property superb natural light.Villa B enjoys a privileged position on the original plot, with its east-facing aspect and spacious garden of almost 400m².Future owners will be able to personalise the interior finishes to suit their preferences, with a wide range of materials and equipment available.The ecological dimension of the project is optimised, with villas featuring environmentally-friendly timber framing and a heat pump heating system powered by photovoltaic solar panels.A parking space and carport complete the property.A must-see!https://epalinges.neho.chExact address available upon registration on neho.ch.INTERESTED IN VISITING THE PROPERTY? PLEASE REGISTER FIRST : https://neho.ch/b/1066-23-14Eingebettet in das Herz einer großen grünen Parzelle in einem beliebten Viertel von Épalinges, profitiert dieses wunderschöne Projekt von 4 Reihenhäusern nach Plan von einer Süd-West-Ausrichtung, die dem Ganzen einen herrlichen natürlichen Lichteinfall verleiht.Villa B bietet eine privilegierte Position auf dem ursprünglichen Grundstück mit seiner Ostseite und seinem geräumigen Garten von fast 400m².Die zukünftigen Eigentümer haben die Möglichkeit, die Innenausstattung nach ihren Wünschen zu gestalten, wobei eine große Auswahl an Materialien und Ausstattungsmerkmalen zur Verfügung steht.Die ökologische Dimension des Projekts wird optimiert, indem die Villen mit einem umweltfreundlichen Holzskelett und einem Wärmepumpen-Heizsystem ausgestattet werden, das durch photovoltaische Sonnenkollektoren gespeist wird.Neben einem Parkplatz vervollständigt ein zusätzlicher Carport dieses Angebot, das ab sofort zum Kauf angeboten wird!Genaue Adresse verfügbar nach Registrierung auf neho.ch.AN EINER BESICHTIGUNG INTERESSIERT? BITTE ANMELDEN: https://neho.ch/b/1066-23-14;4.5;220.0;2389170.0;5199.0;Vaud
1254 Jussy;Appartement 3 pièces rez avec jardin de 135 m2;Très bien situé dans la charmante commune de Jussy, à l'abri des regards et de toutes nuisances sonores, ce bel appartement de 3 pièces, très lumineux, profite d'un environnement bucolique et privilégié, à proximité immédiate de toutes commodités. • Appartement neuf en rez-de-jardin • Construit en 2023 • 3 pièces et une surface totale d'environ 150m² • Magnifique jardin de 135 m² • Une cave • Possibilité d'acquérir 2 places de parking intérieures A noter qu'il est possible d'acquérir en complément 2 places de parking intérieures au prix unitaire de CHF 30'000.- (soit CHF 80'000.- au total).Venez visiter sans tarder ce petit bijou !Sehr gut gelegen in der charmanten Gemeinde Jussy, geschützt vor Blicken und jeglicher Lärmbelästigung, profitiert diese schöne, helle 3-Zimmer-Wohnung von einer bukolischen und privilegierten Umgebung, in unmittelbarer Nähe aller Annehmlichkeiten. . • . • Neue Wohnung im Gartengeschoss . • Errichtet im Jahr 2023 . • 3 Zimmer und eine Gesamtfläche von ca. 150m² . • Magnifikanter Garten mit 135 m² . • Ein Keller • Möglichkeit zum Erwerb von 2 Innenparkplätzen . . Bitte beachten Sie, dass es möglich ist, zusätzlich 2 Innenparkplätze zum Einheitspreis von CHF 30'000.- (d.h. CHF 80'000.- insgesamt) zu erwerben.Besuchen Sie dieses kleine Juwel ohne Verzögerung!Ideally located in the charming commune of Jussy, out of sight and sound, this beautiful, bright 3-room apartment enjoys a bucolic, privileged environment, in the immediate vicinity of all amenities. • New apartment on garden level • Built in 2023 • 3 rooms and a total surface area of around 150m² • A magnificent 135m² garden • A cellar • Possibility of acquiring 2 interior parking spaces It should be noted that it is possible to acquire 2 additional indoor parking spaces for CHF 30,000 each (i.e. CHF 80,000 in total).Come and visit this little gem without delay!;3.0;150.0;1744680.0;6199.0;Auvergne-Rhône-Alpes
Unterwienacht 446, 9405 Wienacht-Tobel;Attraktive 5 1/2 Zimmer-Dach-Maisonette-Neubau-Wohnung mit einmaliger Sicht auf den Bodensee;;3.5;230.0;2408700.0;4111.0;Appenzell Ausserrhoden
Walhusen 6, 9526 Zuckenriet;Exklusive Etagenwohnung auf 190 m2;;3.5;190.0;1666560.0;7875.0;Thurgau
Via alle Vigne 31, 6600 Locarno;Attico con grandi terrazze in nuova Residenza / Attikawohnung mit Dachterrasse in neuer Residenz;A Solduno, in posizione tranquilla e molto soleggiata, proponiamo in vendita questo splendido appartamento attico di 2.5 locali con grande terrazza coperta e terrazza extra sul tetto. Questo bell'attico dispone di accesso lift diretto in appartamento, un ampio e luminoso soggiorno con moderna cucina open-space, guardaroba, nicchia predisposta per un eventuale ulteriore armadio a muro e attacchi per torre lava-asciuga, due camere e grande terrazza coperta. Il Clou di questo appartamento é l'esclusiva terrazza laterale sul tetto con predisposizioni per una cucina esterna. La residenza appena ultimata è composta da soli 8 unità abitative tutte orientate verso sud e quindi con terrazze molto soleggiate e bei giardini sul retro dove rilassiarsi durante le caldi giornate estive.Le finiture saranno di ottimo livello, la produzione d'acqua sanitaria e di riscaldamento saranno tramite pompa di calore aria/acqua con bollitore ad accumulatore. In ottemperanza alle normative vigenti (RuEN) vi sono 6 pannelli fotovoltaici sulla copertura piana dell'edificio.Al piano interrato è presente una comoda autorimessa con 10 posti auto da cui si accede direttamente da Via alle Vigne. A questo piano, oltre al locale tecnico e a quello elettrico sono presenti le cantine e un locale lavanderia comune.Prezzo di vendita appartamento: CHF 960'000.--.Posteggi in autorimessa: a CHF 40'000.--.Residenza primaria.______________________________________________________________In Solduno, an ruhiger und sonniger Lage, verkaufen wir diese einmalige neue 2.5 Zimmer Attikawohnungen mit grosser gedeckter Terrasse und zusätzlicher Dachterrasse.Diese schöne Wohnungen, mit direktem Lift-Zugang, bestehend aus einem grosszügigen und hellen Wohn- Essbereich mit moderner offener Küche, Garderobenschrank und Nische für einen allfälligen weiteren Wandschrank mit Anschlüsse für Wäscheturm, 2 Zimmer und eine grosse gedeckte Terrasse. Das Highlight dieser schönen Wohnung ist die zusätzliche private Dachterrasse mit Vorrichtung für die Anbringung einer Aussenküche. Die kürzlich fertiggestellte Residenz, besteht aus nur 8 Wohneinheiten, die alle nach Süden ausgerichtet sind und daher über sehr sonnige Terrassen und schöne Gärten auf der Rückseite, in die man sich an heissen Sommertagen zurückziehen kann, verfügen.Die Residenz ist sehr gut und modern ausgestattet. hochwertiger Ausbaustandart, moderne und automatisierte Beleuchtungssysteme und Glasfaseranschluss in allen Wohnungen. Moderne schallisolierte Heizungsanlage mit Wärmepumpe und Bodenheizung. In Übereinstimmung mit den aktuellen Normen wurden zudem 6 Solar-Paneele auf dem Flachdach des Gebäudes angebracht.Die Residenz verfügt zudem über eine Tiefgarage mit insgesamt 10 Parkplätzen, Kellerräume zu jeder Wohnung und eine gemeinsame Waschküche.Verkaufspreis Wohnung: CHF 960'000.--.Parkplätze in Tiefgarage: a CHF 40'000.--.Ausschliesslich als Erstwohnsitz erwerblich.;2.5;150.0;1249920.0;1230.0;Tessin
1867 Ollon VD;Amplifiez votre qualité de vie, pour vous et votre famille !;Et si, pour votre lieu de vie, vous choisissiez l'équilibre entre le confort du neuf et la proximité de la nature ? Jardin privatif pour de nombreux appartements ! Le projet « de la Tour » est situé dans un quartier calme et résidentiel du village, profitant ainsi d'une situation privilégiée, proche de la nature et des installations modernes du village. Il répond aux exigences des personnes à la recherche d'un lieu de vie associant nature, standing, praticité et proximité avec les voies de communication. Une place importante est réservée aux espaces verts, à la vie familiale et à la sécurité des enfants.DES ESPACES INTERIEURS DE QUALITE Un soin particulier a été apporté aux espaces intérieurs, tant par les dimensions que par la qualité des matériaux. Tous les appartements disposent d'une cuisine ouverte sur le salon. Les trois et les quatre pièces bénéficient de deux salles de bains, l'une équipée d'une baignoire, l'autre d'une douche. Tous disposent d'un jardin potager privatif et de places de parc.Les matériaux sont de qualité, carrelage dans la cuisine et le salon, parquet dans les chambres. Tous les logements sont prolongés par un balcon couvert, suffisamment large pour pouvoir y manger. Leurs dimensions varient, bien sûr, selon la taille de l'appartement.Les appartements sont équipés avec la domotique pour piloter les lumières dans l'espace de vie et les stores sur écran tactile. Présentation domotique : https://youtu.be/4wfX57mm1NsCet appartement de 2.5 pces de 81.50 m2 avec jardin et situé au 1er étage est composé de la manière suivante :- Hall d'entrée vestiaire??- Grand et lumineux espace séjour avec accès à la terrasse - Belle cuisine ouverte sur le séjour et entièrement équipé avec accès à la terrasse- 2 belles chambres à coucher - Salle d'eau avec baignoire, douche, WC, lavabo - Réduit- Jardin de 83 m2 Annexes : - 1 place de parc extérieure à Chf 15'000.- en sus et obligatoire- Cave comprise dans le prix- Buanderie communeLes points forts de cette promotion : - Du studio au 5.5 pces- Spacieux balcons, terrasses et jardins- Places de jeux pour vos enfants et espaces de vie communs- Production de chaleur et distribution au sol par pompe à chaleur air/eau- Panneaux solaires photovoltaïques - Thermostat pour chaque pièce- Compteur séparé pour chaque appartement- Stores électriques- Domotique pour la gestion de vos lumières et stores- Immeuble avec ascenseur, place de jeux et jardin privatif- Places de parc extérieure : CHF 15'000.- en sus- Arrêt de bus et gare à proximité- Ecoles, transports et commerces du village, à pieds !- À 3 minutes des accès autoroutiers - Proche du centre-ville de Collombey et de toutes ses commodités- livraison : Juin 2025Située dans le Chablais Vaudois, baignée par le soleil, qui l'illumine dès son lever derrière Le Muveran jusqu'à son coucher derrière Le Grammont, la Commune d'Ollon, la 6ème du Canton en terme de superficie, jouit d'un bienfaisant microclimat.S'étendant du Rhône (alt. 391 m) au Chamossaire (alt. 2'112 m), son paysage est harmonieusement composé de terres agricoles, de vignes, de forêts, de pâturages, de cours d'eau, au milieu desquels 23 villages et hameaux se sont confortablement érigés.Ollon est réputée pour ses grands vins et Villars pour son superbe domaine skiable. Notre territoire est aussi la terre d'accueil de nombreux artistes et sportifs renommés.www.ollon.chChez nous, la curiosité est un joli défaut ! Appelez- nous pour une visite ! ***RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH***;2.5;56.0;748650.0;4230.0;Vaud
Terbinerstrasse 81, 3930 Visp;Entdecken Sie die neubau-oberwallis.ch - Ihr Portal für aktuelle und interessante Neubauprojekte;;2.5;150.0;1002540.0;1509.0;Wallis
Grand Champsec, 1950 Sion;Lot B-103 - Appartement de 3.5 pièces au 1er étage;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Ecrin de verdure intégré au tissu urbain, il offre des espaces de vie de haute qualité avec, notamment, des surfaces commerciales et des surfaces communes intérieures ou extérieures dédiées à votre bien-être.Il est composé de 8 immeubles à haute efficience énergétique et à l'architecture épurée. Totalisant 191 appartements allant du studio au 4.5 pièces, spacieux et confortables, vous y trouverez certainement votre futur cocon !La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot B-103 est un appartement de 3.5 pièces de 78 m2 au1er étage, avec un balcon de 18 m2 distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès au balcon. une salle de bain avec baignoire. une chambre à coucher. une armoire avec colonne de lavage intégréeEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";3.5;60.0;595010.0;2361.0;Valais
1316 Chevilly;Appartement neuf de 3.5 pièces avec balcon;"NOUVELLE PROMOTION ! Appartement traversant de 3.5 pièces de 63 m2 avec balcon de 21 m2.Vous appréciez la nature, le calme mais souhaitez également être proche des grandes villes ? Alors optez sans plus tarder pour la nouvelle promotion située au coeur du charmant village de Chevilly.Ce projet prévoit un immeuble de 10 appartements, de 3.5 et 3.5 pièces dès 51 m2 jusqu'à 91 m2. Tous les appartements disposent d'un balcon soit d'une terrasse. La Livraison est prévue été 2024.Cet appartement de 3.5 pièces se trouve au 1er étage avec balcon.Il se compose d'une cuisine ouverte sur la salle-à-manger et le séjour donnant accès à la terrasse, une grande chambre à coucher, une salle de bains/WC et un réduit avec arrivée d'eau pour la avec colonne de lavage.Une cave et deux places de parc extérieures (CHF 50'000 en sus) complètent ce bien.Votre futur logement sera spacieux, confortable et adaptée à votre mode de vie.LES ATOUTS :- Production de chauffage: pompe à chaleur- Panneaux photovoltaïques pour une diminution des coûts de votre facture énergétique- Chaque appartement dispose d'une terrasse ou d'un balconLe village de Chevilly est situé dans le canton de Vaud en Suisse. C'est une commune qui fait partie du district de Morges.Chevilly est un petit village pittoresque, entouré de champs et de vignobles, typique de la région vaudoise. Il est situé dans la campagne, à quelques kilomètres au nord de la ville de Morges, qui est la principale ville de la région.Le village de Chevilly offre un cadre paisible et rural, avec des maisons traditionnelles en pierre et des paysages agricoles. Il est idéal pour ceux qui recherchent la tranquillité et l'authenticité de la vie villageoise suisse. Le canton de Vaud est réputé pour ses paysages variés.Le village est desservi par les commodités suivantes :- Arrêt de bus (Chevilly, Fontaine) ligne 760 en direction de Cossonay ou La Sarraz - 350m- Salon de coiffure - 15m- Restaurant - 300m- Cabinet de kinésiologie - 250mD'autres commodités se trouvent dans les villages / villes alentours :- Dizy - 2.4km - 4 minutes en voiture et 8 minutes en bus- La Sarraz - 4.7km - 8 minutes en voiture- Lausanne - 23km - 30 minutes en voiture- Morges - 18km - 25 minutes en voiture- Yverdon-les-Bains - 26km - 30 minutes en voitureLes crèches à proximité de votre future appartement sont :- L'Arlequin - Nurserie / Garderie - Enfants de 0 à 4 ans - La Sarraz - 8 minutes en voiture- Les Baladins - Garderie - Orny - 10 minutes en voiture- L'Oasis - Nurserie / Garderie - Enfants de 0 à 4 ans - Eclépens - 8 minutes en voiture- Les Chavannes - Nurserie / Garderie - Enfants de 0 à 4 ans - Cossonay - 8 minutes en voitureLe cercle scolaire obligatoire de Chevilly s'organise de la manière suivante actuellement :- 1P ? 2P et 3P ? 4P Lieu : Moiry Transports par bus scolaire (4 fois car les enfants rentrent à midi)- 5P ? 6P Lieu : La Sarraz Transports par bus scolaire (4 fois car les enfants rentrent à midi)- 7P à 11S Lieu : La Sarraz Transports par bus de ligne (MBC 10-760) Cantine scolaire à midi car horaire continu (1h15 de pause)VISITES ET INFORMATIONS BERNARD NICOD SA :Alexandra JEREZ 079 945 43 90 &amp; Tania LEITE 076 577 34 32alexandra.jerez@bernard-nicod.ch tania.leite@bernard-nicod.ch";3.5;36.0;598920.0;4433.0;Vaud
St. Jakobstrasse 26, 4147 Aesch BL;3 Reiheneinfamilienhäuser im wunderschönen Aesch BL;3 Reiheneinfamilienhäuser sehr zentral gelegegen alles in der nähe: Schulen - Schwimmbad - Autobahn - ÖV - Naherholungsgebiet, das Tor zum Jura.Haus C ist verkauft - es steht das Mittelhaus B und das Haus A zum Verkauf;3.5;170.0;1744680.0;8951.0;Basel-Stadt
Fehraltorferstrasse 9, 8615 Wermatswil;Landwohnen in Stadtnähe: Neubauwohnungen im Herzen des Dorfes;;2.5;59.0;1419180.0;2946.0;Zürich
Byfang, 3664 Burgistein;Neubau eines ansprechenden Einfamilienhauses in Burgistein;;4.5;190.0;1909250.0;9792.0;Bern
Sonnhalde, 6354 Vitznau;Ihr neues Zuhause am Fusse der Rigi;365 TAGE SEE- UND FERNSICHT GENIESSENEs ist wohl der Inbegriff von Lebensqualität: In unverbaubarer, sonniger Hanglage mit grandiosem Blick auf den Vierwaldstättersee und in die Ferne zu wohnen. Im Neubauprojekt „Südsicht“ in Vitznau entstehen 18 wunderschöne Eigentumswohnungen, in denen dieses traumhafte Lebensgefühl Ihren Alltag bereichern wird.Die grosszügigen 2½- bis 5½-Zimmer-Wohnungen mit einladenden Loggien verteilen sich auf drei Baukörper, die stimmig in das Terrain platziert werden. Sie begeistern mit modernen Grundrissen und einem offenen, nach Süden orientierten Raumkonzept, das Ihnen den See zu Füssen legt. Profitieren Sie von der Verbindung aus hohem Wohnkomfort und einzigartiger Aussichtslage, die jeden Tag zu einem besonderen Tag machen wird.Sie haben Interesse an diesem Objekt? Dann nehmen Sie mit uns Kontakt auf. Gerne halten wir Sie über die Projektfortschritte auf dem Laufenden.;3.5;160.0;2868950.0;22518.0;Schwyz
Furkastrasse, 3982 Bitsch;2.5 Zi.-Whg. WÜB Ze Warme Brunnu, Bitsch - B002-C202/ B002-C202;;2.5;140.0;755160.0;3523.0;Wallis
A Ecublens VD, 1024 Ecublens;Elegance81 - Sur plan Villa C - Maison mitoyenne  contemporaine de 3.5 pièces avec terrasse, balcon et jardin;;3.5;160.0;2551920.0;5721.0;Vaud
1964 Conthey;Nouvelle promotion en cours de finition ! FRAIS D'ACHAT OFFERTS !;"FRAIS D'ACHAT OFFERTS !Berra vous propose aujourd'hui cette nouvelle promotion, située sur le versant sud de la vallée du Rhône, au beau milieu de la commune de Conthey.""Les Jardins de la Morges"" se compose de différents appartements aux lignes épurées, sobres et élégantes. Cette promotion profite d'un ensoleillement maximal grâce à sa superbe exposition.Cet appartement de 3.5 pièces au 1er étage se compose de la manière suivante : - Hall d'entrée- Cuisine ouverte sur séjour/salle à manger avec accès au balcon- Une chambre- Une salle de douchePARKINGLe stationnement est assuré par des places de parc intérieures, vendues en sus du prix de vente : CHF 35'000.- pour la première place et CHF 30'000.- pour la deuxième placeLe parking intérieur sera équipé de tubes pour les véhicules électriques. Le sous-sol comporte un total de 68 places de parc souterraines, 29 caves, des locaux technique et un parc a vélos.Plaquette de vente sur demandeChez nous, la curiosité est un joli défaut ! Appelez-moi pour plus d'informations et/ou une visite sur place!!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!";3.5;46.0;514290.0;4510.0;Valais
5646 Abtwil AG;NEUBAU-Projekt - Moderner 3.5-Zimmer-Terrassen- und Gartentraum mit Stil;;3.5;150.0;1523340.0;7298.0;Kanton Luzern
Hauptstrasse 39, 9214 Kradolf;3.5 Zimmer Erdgeschosswohnung am Tülebächli;;3.5;180.0;1074150.0;5110.0;Thurgau
1820 Montreux;Lot 08 - Appartement de 3.5 pièces au 3ème étage.;Au coeur de la vielle ville de Montreux, venez découvrir ce nouveau projet de 10 appartement en PPE. Proche de toutes les commodités, à pied de la gare et des rives du lac, cette nouvelle promotion vous offrira de superbes prestations.Venez découvrir ce magnifique appartement au 3ème étage : Lot 83.5 Pièces Surface habitable 67,1 m² - 1 séjour/salle à manger- 1 cuisine- 3 Chambres- 2 salles de bain et eau Place de parc intérieure : 1 Cave Les prix ne comprennent pas la place de parking obligatoire, vendue en sus à 50'000 CHF.** Aménageable en 3,5 pièces ou 3.5 piècesLivraison fin 2025;3.5;67.0;1562400.0;11265.0;Vaud
rue du Village 4, 1187 St-Oyens;La Ferme aux Hirondelles - St-Oyens - Permis en force;;3.0;200.0;1751190.0;6739.0;Vaud
Rue du Midi, 2610 St-Imier;Magnifique maison de ville de 4.5 pièces;;4.5;200.0;1028580.0;16633.0;Jura
1514 Bussy-sur-Moudon;Nouveau projet à Bussy-sur-Moudon. Elégante Maison mitoyenne de 3.5 pièces (lot 2) dans un quartier paisible;Cette nouvelle résidence comprend cinq pièces et demie (lot 2), caractérisées par une architecture élégante, contemporaine et moderne, offrant des espaces intérieurs spacieux et lumineux.Implantée dans un quartier paisible et bien desservi, cette construction bénéficie d'un emplacement particulièrement attrayant, à seulement cinq minutes de la route de Berne et à proximité de Moudon et Lucens. Vous profiterez ainsi de toutes les commodités et des transports tout en jouissant d'un cadre idyllique.Avec 4 chambres spacieuses, 2 salles de bains et une surface habitable nette de 124.80 m², cette propriété offre un espace de vie confortable pour toute la famille. Vous pourrez également profiter d'une terrasse de 28.70 m² offrant une vue dégagée sur les environs. • Chambres: 4 • Salles de bains: 2 • WC supplémentaire : 1 • Surface habitable: 124.80 m² • Terrain 389.5 m² • Terrasse: 28.70 m² • Nombre d'étages: 2 • Places de parc extérieures: 3 • Vue dégagée • Adapté aux enfants et aux personnes à mobilité réduiteAVANTAGES: • Le système de chauffage par pompe à chaleur air-eau, centralisé dans un local technique commun, vous assure un système écologique et économique pour votre confort au quotidien. • Un appoint d'énergie renouvelable est prévu avec des panneaux solaires photovoltaïque • Possibilité d'avoir une cave de 21.9 m2 • Possibilité d'aménager un sous-sol • De nombreuses possibilités d'aménagement sont également offertes pour personnaliser les pièces selon vos besoins, que ce soit pour une chambre supplémentaire, un dressing, un bureau, etc..Cette maison est vendue sur plan et sera disponible courant 2024-2025. Elle est parfaite pour les familles à la recherche d'un espace confortable et fonctionnel. Ne manquez pas cette opportunité, contactez-nous dès aujourd'hui.;3.5;160.0;1230390.0;3514.0;Waadt
1468 Cheyres;NOUVELLE PROMOTION: 2.5 pièces avec terrasse et jardin;NOUVELLE PROMOTION A CHEYRES !Cet appartement de 2.5 pièces est situé au rez-de-chaussée de l'immeuble A. Il offre une surface habitable de 57 m2 et est conçu pour offrir un espace de vie confortable et fonctionnel.Il se compose comme suit :Un hall d'entrée avec armoires murales. Sur la gauche, la partie jour avec un spacieux séjour / salle à manger avec accès à la terrasse et au jardin de 75 m2. Les grandes fenêtres inondent la pièce de lumière naturelle, créant une atmosphère chaleureuse et agréable.Sur la droite, la partie nuit qui comprend 2 chambres à coucher dont une avec penderie et une grande salle de bains avec WC et arrivée d'eau pour la colonne de lavage.L'immeuble propose également d'autres commodités pour les résidents, telles qu'un parking souterrain sécurisé partagé avec l'immeuble B, des espaces verts communs, une buanderie commune avec colonne de lavage, des caves privées et un local technique.Une place de parc intérieure (30'000 CHF) ainsi qu'une cave complètent ce bien.Cheyres est un charmant village situé dans le canton de Fribourg, en Suisse. Il est situé dans la région de la Broye.Le village est connu pour sa situation idyllique au bord du lac de Neuchâtel, le plus grand lac entièrement suisse. Les rives du lac offrent de magnifiques paysages, avec des plages de sable, des prairies verdoyantes et une vue imprenable sur les montagnes environnantes.Le centre du village est caractérisé par ses maisons traditionnelles en pierre, ses ruelles pittoresques et son atmosphère paisible. On peut y trouver une petite église historique et quelques bâtiments anciens qui témoignent de l'histoire de la région.Cheyres est également réputée pour sa réserve naturelle, la Réserve naturelle de la Grande Cariçaie, qui se trouve à proximité. Cette réserve est l'une des plus grandes zones humides de Suisse et abrite une grande diversité d'espèces végétales et animales. Les amateurs de nature apprécieront les sentiers de randonnée et les observatoires qui permettent d'admirer la faune et la flore de la région.En plus de sa beauté naturelle, Cheyres propose diverses activités nautiques sur le lac de Neuchâtel, telles que la navigation, la pêche et les sports nautiques. Le village accueille également des événements culturels et festifs tout au long de l'année, tels que des festivals de musique, des expositions d'art et des marchés artisanaux.En résumé, Cheyres est un village paisible et pittoresque, offrant une parfaite combinaison entre nature préservée, patrimoine historique et activités de loisirs en plein air.Le village dispose de quelques commerces de proximité tels que des épiceries, des boulangerie, des petits magasins où vous pouvez acheter des produits de première nécessité ainsi que des restaurants et cafés.Le village se trouve à 17 minutes en voiture d'Yverdon-les-Bains et de Payerne. L'entrée de l'autoroute A1 en direction de Lausanne/Genève et Berne se situe à 10 minutes en voiture de l'immeuble.L'entier du cycle enfantine et primaire (soit 2 ans d'école enfantine et 6 ans d'école primaire) se déroule dans les villages de Cheyres et Châbles. Les trajets s'effectuent en bus TPF.Le Cycle d'orientation (CO) se trouve à Estavayer-le-Lac, la ligne CFF S30 qui relient Cheyres et Estavayer-le-Lac sera le moyen de transport utilisé.Prix de l'appartement : 635'000 CHFPrix de la place de parc : 30'000 CHFPrix de vente : 665'000 CHFFrais de notaire réduits car uniquement sur la quote-part terrain !Livraison prévue printemps 2025.VISITE SUR DEMANDE : ALEXANDRA JEREZ 079 945 43 90 ou TANIA LEITE 076 577 34 32;2.5;57.0;826770.0;5635.0;Freiburg
3303 Jegenstorf;Jeden Donnerstag ist das Musterhaus von 16.00 bis 19.00Uhr geöffnet!;;3.5;210.0;1269450.0;5305.0;Bern
1966 Saxonne (Ayent);Très grande villa jumelle, quartier calme et superbe vue;Vente sur plans en exclusivité Berra ImmobilierLivraison à convenir Nichée au bout d'une impasse, cette future maison jumelle offre un cadre paisible sur une parcelle soigneusement sélectionnée. Proche de l'école de Botyre et d'un arrêt de bus, à une dizaine de minute à pied, elle allie tranquillité et accessibilité.Pour les amateurs de sports d'hiver, la station d'Anzère, réputée pour ses pistes de ski, est à portée de main, offrant des journées bien remplies dans un cadre montagnard exceptionnel.En plus de ces avantages, la maison dévoile une vue panoramique spectaculaire sur la plaine environnante. Cette perspective panoramique crée une ambiance sereine, offrant des moments de contemplation inégalés directement depuis chez soi.Chaque maison bénéficie d'une terrasse soigneusement conçue, offrant un espace à l'abri des regards pour des moments de détente et de convivialité. Quant à la vaste pelouse, elle offre un terrain de jeux idéal encourageant ainsi une vie de quartier dynamique et familiale.Caractéristiques :- orientation Sud-Ouest et Sud-Est- surfaces habitables confortables : pièce de vie fait 75 m2 net, chambre parent 17 m2- terrasse-jardin et balcon panoramique à l'étage- toute la menuiserie est incluse : armoires encastrées dans toutes les pièces et vestiaire à l'entrée- 1 garage box par villa inclus et possibilité de parking sous couvert et extérieur- suite parentale avec partie dressing, salle de bain privative- grands espaces rangement : box, vaste vestiaire, réduit-buanderie avec rangement inclus- finitions à choix avec budget confortable en rapport avec le standing de l'objet- cuisine ouverte sur le séjour, avec retour ou îlot- construction traditionnelle dans les règles de l'art : grande qualité d'exécution, entreprises régionales- stores électriques partout- baies coulissantes à levage- chauffage au sol par PAC air-eau - panneaux solaires photovoltaïques en toiture- emplacement de colonne de lavage - chemin d'accès en pavés filtrants- modifications possibles sur demande.Distribution des espaces, liste des lots disponibles et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;3.5;270.0;1497300.0;8007.0;Valais
